"sample","chromosome","start","end","length_bp","n_markers","quality"
"Y31F-1",15,11467260,21663193,10195934,271,62.9
"Y31F-1",15,52832833,59873566,7040734,356,76.5
"Y32F-1",15,13444458,21107989,7663532,200,60.5
"Y32F-1",15,61894804,64001681,2106878,138,44.5
"E10F-1",16,3664223,20216797,16552575,660,90.8
"E13M-1",16,32927408,51919440,18992033,634,90.9
"E13M-1",16,57095567,61351041,4255475,469,84.1
"E14F-1",16,19194,3948954,3929761,236,78.9
"E14F-1",16,11826794,57887913,46061120,2060,97
"E14F-1",16,59907912,61833715,1925804,175,73.4
"E18F-1",16,29487422,32186409,2698988,104,57.8
"E18F-1",16,53162474,56801971,3639498,325,80.7
"E19M-2A",16,8155885,14686750,6530866,206,78.3
"E19M-2A",16,29277055,32691546,3414492,158,65.3
"E19M-2A",16,54395872,61833715,7437844,658,93.5
"E24M-1",16,56866772,61475647,4608876,520,84.7
"E25F-1",16,47429547,51739707,4310161,129,43.4
"E27M-1",16,19194,2116934,2097741,90,45
"E28F-1",16,4191786,8747948,4556163,208,67.1
"E29M-1",16,4191786,8747948,4556163,221,69.3
"E30M-1",16,19194,1390486,1371293,62,53.7
"E31M-2",16,19194,1976394,1957201,109,80.7
"E31M-2",16,57095567,58023655,928089,144,48.7
"E31M-2",16,58970284,61351041,2380758,248,69.1
"E32M-1",16,19194,1624480,1605287,81,65.6
"E32M-1",16,57011258,58023655,1012398,138,39.6
"E33M-1",16,38506412,51919440,13413029,341,85.6
"E33M-1",16,53493930,57053349,3559420,223,72.7
"E35M-2A",16,10027088,21222324,11195237,406,75.3
"E36F-2A",16,53469732,56801971,3332240,264,73.7
"E37F-1",16,4191786,8747948,4556163,226,69.8
"E37F-1",16,56665553,61833715,5168163,566,93.3
"LAO01M-2A",16,19194,7942543,7923350,431,90.3
"LAO01M-2A",16,21991759,39616256,17624498,606,86.9
"LAO01M-2A",16,46304041,61833715,15529675,1186,95.4
"LAO03M-1",16,1731030,7006737,5275708,297,87.5
"LAO03M-1",16,21944920,32239306,10294387,306,63
"LAO03M-1",16,60373749,61833715,1459967,105,39
"LAO06M-2A",16,49754,1624480,1574727,83,47.9
"LAO06M-2A",16,21988291,32239306,10251016,312,68.5
"LO03M-1",16,59177769,61833715,2655947,233,82.7
"LO04M-1",16,19194,32239306,32220113,1303,95.1
"LO04M-1",16,55375858,60357755,4981898,521,86.5
"OF289-2",16,19194,1673520,1654327,83,45.7
"OF289-2",16,7136962,32239306,25102345,907,91.1
"OF289-2",16,58075303,60270351,2195049,242,69.5
"OF304-1A",16,21644544,32239306,10594763,332,70.1
"OM258-2",16,5562516,21220522,15658007,528,83.1
"OM258-2",16,21944920,31973444,10028525,227,56.6
"OM270-2",16,21988291,33251807,11263517,387,80.2
"OM270-2",16,55444007,58023655,2579649,247,70.3
"OM274-3B",16,19194,3047360,3028167,163,72.8
"OM274-3B",16,10056263,19106014,9049752,261,68.5
"OM274-3B",16,54017744,57053349,3035606,251,77.6
"OM276-1",16,10027088,21222324,11195237,408,76.1
"OM276-1",16,21988291,36066869,14078579,522,84.2
"OM276-1",16,56272065,61833715,5561651,583,92.9
"OM279-1",16,9480980,21222324,11741345,418,79.6
"OM279-1",16,21991759,32200849,10209091,287,64.2
"OM283-2",16,19194,2262483,2243290,114,52.1
"OM283-2",16,7136962,32239306,25102345,908,90.4
"OM283-2",16,59392874,61833715,2440842,216,80.4
"OM290-2",16,49754,3120585,3070832,158,66.7
"OM290-2",16,5289283,14811571,9522289,353,78.1
"OM290-2",16,21988291,29390327,7402037,197,39.3
"OM290-2",16,55386265,58023655,2637391,250,72.9
"OM292-2",16,21421584,53985713,32564130,1183,92.8
"OM292-2",16,55895994,58023655,2127662,228,76.3
"OM292-2",16,60373749,61833715,1459967,102,37.7
"OM318-2",16,19194,9502201,9483008,495,76.9
"OM318-2",16,21988291,42095102,20106812,691,86.7
"OM318-2",16,56943613,60357755,3414143,421,87.4
"OM331-1A",16,53110906,54257204,1146299,115,50.3
"Y22F-1",16,7386360,10173026,2786667,129,41
"Y22F-1",16,34044940,53420708,19375769,683,90.8
"Y27M-1",16,19194,2030097,2010904,110,81.6
"Y27M-1",16,9160749,14896160,5735412,180,52.8
"Y28M-1",16,7345332,34188691,26843360,1030,92.5
"Y29F-1",16,1219429,3911036,2691608,156,47.7
"Y29F-1",16,34044940,42701287,8656348,275,80.4
"Y29F-1",16,56732852,58609422,1876571,237,69.7
"Y30F-1",16,1648792,3980121,2331330,154,43.3
"Y31F-1",16,19194,1648792,1629599,82,70.9
"Y31F-1",16,7407288,10091416,2684129,141,63.5
"Y31F-1",16,14973195,31973444,17000250,597,89.2
"Y31F-1",16,58599580,61475647,2876068,268,65
"Y32F-1",16,1190860,6856923,5666064,327,80.1
"Y32F-1",16,11575867,22828982,11253116,448,83.5
"E10F-1",17,19616498,37599455,17982958,1199,94.8
"E10F-1",17,40450366,43659123,3208758,274,47.2
"E13M-1",17,5271810,6517473,1245664,75,30
"E13M-1",17,29164465,30736900,1572436,117,65.1
"E14F-1",17,14316,1720315,1706000,202,93.5
"E14F-1",17,3688531,11662185,7973655,499,88.3
"E14F-1",17,41758122,44201274,2443153,207,84.4
"E19M-2A",17,30707868,34391039,3683172,288,82.1
"E24M-1",17,23486658,31288387,7801730,419,89.7
"E24M-1",17,43040407,44201274,1160868,73,47
"E25F-1",17,41760558,43462922,1702365,148,59.2
"E27M-1",17,4549069,6180161,1631093,95,38.8
"E27M-1",17,30713919,36311811,5597893,483,87
"E27M-1",17,36784239,42509335,5725097,310,81.3
"E28F-1",17,12358894,24954987,12596094,466,83.2
"E29M-1",17,3557785,12248870,8691086,567,89
"E29M-1",17,19616498,23586945,3970448,228,75.2
"E30M-1",17,14316,3941325,3927010,370,91.3
"E30M-1",17,42570980,44201274,1630295,123,71
"E31M-2",17,14316,3535105,3520790,340,87.5
"E31M-2",17,36814124,41722445,4908322,287,82.8
"E32M-1",17,25046954,37944918,12897965,910,95.2
"E33M-1",17,12358894,23585216,11226323,297,76.6
"E34M-2A",17,26768651,34640345,7871695,517,87.4
"E35M-2A",17,2860128,4631535,1771408,157,64.8
"E35M-2A",17,23427536,33631359,10203824,582,87.7
"E36F-2A",17,6224483,21970760,15746278,604,82
"E37F-1",17,8056464,23586945,15530482,716,89.3
"E37F-1",17,40174717,42359319,2184603,172,56.7
"LAO01M-2A",17,14316,2761271,2746956,271,81.4
"LAO01M-2A",17,31586327,34612723,3026397,264,82
"LAO03M-1",17,14316,2761271,2746956,270,74.7
"LAO06M-2A",17,14316,1308104,1293789,129,61.1
"LAO06M-2A",17,6140264,14748664,8608401,545,88.9
"LAO06M-2A",17,31586327,34639582,3053256,268,83.3
"LO01F-1",17,14316,1786479,1772164,194,79.6
"LO01F-1",17,8579325,11779986,3200662,195,72.1
"LO01F-1",17,40455257,42838982,2383726,206,38.6
"LO03M-1",17,755311,2247128,1491818,158,49.2
"LO03M-1",17,4685150,7600746,2915597,152,70.4
"LO03M-1",17,23194840,24107065,912226,112,59.1
"LO04M-1",17,1325747,6072552,4746806,391,87.7
"LO04M-1",17,21227747,31091599,9863853,565,89.6
"LO04M-1",17,42870955,44201274,1330320,87,39.7
"OF289-2",17,20989111,30296213,9307103,519,87.8
"OF304-1A",17,14316,14748664,14734349,1070,96.6
"OM258-2",17,3688531,8943932,5255402,272,79.6
"OM258-2",17,42851618,44201274,1349657,78,39.9
"OM274-3B",17,14316,7981644,7967329,591,93.2
"OM274-3B",17,19616498,23341326,3724829,194,68.5
"OM274-3B",17,30128164,34560988,4432825,359,84.7
"OM274-3B",17,36140721,41052690,4911970,292,66.6
"OM276-1",17,14316,8943932,8929617,689,94.6
"OM276-1",17,10389355,11911881,1522527,116,38.8
"OM276-1",17,20989111,29102186,8113076,431,83.5
"OM279-1",17,14316,2429419,2415104,242,83.4
"OM279-1",17,9672930,11911881,2238952,142,60.1
"OM279-1",17,20989111,23341326,2352216,162,49.4
"OM283-2",17,7474550,13897181,6422632,425,90.8
"OM290-2",17,5042680,7474550,2431871,131,54.6
"OM290-2",17,9641268,23341326,13700059,552,81.2
"OM290-2",17,28166867,34560988,6394122,435,88.3
"OM292-2",17,19616498,23341326,3724829,193,71.6
"OM301-1A",17,5035760,7981644,2945885,156,56.7
"OM301-1A",17,19616498,23341326,3724829,197,60.1
"OM318-2",17,20999109,35278537,14279429,962,93.3
"OM331-1A",17,14467236,39356001,24888766,1195,91.7
"Y22F-1",17,14316,3326158,3311843,276,89.3
"Y22F-1",17,9437720,21065228,11627509,364,79.8
"Y22F-1",17,22334790,33926826,11592037,632,95.2
"Y27M-1",17,13362959,23586945,10223987,365,74.2
"Y27M-1",17,33757177,35864504,2107328,295,80.6
"Y28M-1",17,14316,1174283,1159968,106,48.8
"Y29F-1",17,9292124,22717946,13425823,488,88.9
"Y29F-1",17,36714766,41490861,4776096,244,72.9
"Y30F-1",17,14316,1845307,1830992,205,83.8
"Y30F-1",17,10976923,14343520,3366598,260,80.4
"Y30F-1",17,36648225,41492987,4844763,282,70.8
"Y31F-1",17,14316,1174283,1159968,102,54.2
"Y32F-1",17,14316,1845307,1830992,203,82.9
"Y32F-1",17,9509458,21338169,11828712,430,80.6
